"fipscty","naics","est"
"023","31135/",3
"023","311351",1
"023","311352",2
"023","3114//",1
"023","31142/",1
"023","311421",1
"023","3115//",4
"023","31151/",3
"023","311513",3
"023","31152/",1
"023","311520",1
"023","3116//",1
"023","31161/",1
"023","311611",1
"023","3117//",3
"023","31171/",3
"023","311710",3
"023","3118//",14
"023","31181/",13
"023","311811",10
"023","311812",3
"023","31182/",1
"023","311824",1
"023","3119//",6
"023","31191/",1
"023","311919",1
"023","31192/",3
"023","311920",3
"023","31194/",1
"023","311941",1
"023","31199/",1
"023","311991",1
"023","312///",11
"023","3121//",11
"023","31212/",5
"023","312120",5
"023","31213/",4
"023","312130",4
"023","31214/",2
"023","312140",2
"023","314///",4
"023","3141//",1
"023","31412/",1
"023","314120",1
"023","3149//",3
"023","31499/",3
"023","314994",1
"023","314999",2
"023","315///",1
"023","3152//",1
"023","31521/",1
"023","315210",1
"023","321///",15
"023","3211//",7
"023","32111/",7
"023","321113",6
"023","321114",1
"023","3212//",1
"023","32121/",1
"023","321214",1
"023","3219//",7
"023","32191/",5
"023","321911",1
"023","321912",3
"023","321918",1
"023","32199/",2
"023","321999",2
"023","323///",7
"023","3231//",7
"023","32311/",7
"023","323111",5
"023","323113",2
"023","325///",9
"023","3253//",2
"023","32531/",2
"023","325311",1
"023","325314",1
"023","3254//",1
"023","32541/",1
"023","325412",1
"023","3256//",3
"023","32561/",1
"023","325611",1
"023","32562/",2
"023","325620",2
"023","3259//",3
"023","32599/",3
"023","325998",3
"023","326///",2
"023","3261//",1
"023","32619/",1
"023","326199",1
"023","3262//",1
"023","32629/",1
"023","326291",1
"023","327///",7
"023","3272//",3
"023","32721/",3
"023","327212",2
"023","327215",1
"023","3273//",3
"023","32732/",3
"023","327320",3
"023","3279//",1
"023","32791/",1
"023","327910",1
"023","332///",10
"023","3323//",4
"023","33231/",3
"023","332311",1
"023","332312",2
"023","33232/",1
"023","332322",1
"023","3326//",2
"023","33261/",2
"023","332618",2
"023","3327//",3
"023","33271/",3
"023","332710",3
"023","3328//",1
"023","33281/",1
"023","332812",1
"023","333///",1
"023","3334//",1
"023","33341/",1
"023","333415",1
"023","334///",2
"023","3341//",1
"023","33411/",1
"023","334111",1
"023","3345//",1
"023","33451/",1
"023","334512",1
"023","335///",2
"023","3351//",1
"023","33512/",1
"023","335121",1
"023","3352//",1
"023","33521/",1
"023","335210",1
"023","336///",2
"023","3363//",1
"023","33631/",1
"023","336310",1
"023","3366//",1
"023","33661/",1
"023","336612",1
"023","337///",11
"023","3371//",7
"023","33711/",4
"023","337110",4
"023","33712/",3
"023","337122",3
"023","3372//",4
"023","33721/",4
"023","337212",3
"023","337215",1
"023","339///",11
"023","3391//",6
"023","33911/",6
"023","339113",1
"023","339114",1
"023","339116",4
"023","3399//",5
"023","33991/",1
"023","339910",1
"023","33992/",1
"023","339920",1
"023","33995/",1
"023","339950",1
"023","33999/",2
"023","339992",2
"023","42----",106
"023","423///",44
"023","4231//",5
"023","42312/",5
"023","423120",5
"023","4233//",3
"023","42331/",3
"023","423310",3
"023","4234//",4
"023","42342/",2
"023","423420",2
"023","42345/",2
"023","423450",2
"023","4236//",9
"023","42361/",9
"023","423610",9
"023","4237//",3
"023","42372/",3
"023","423720",3
"023","4238//",8
"023","42381/",1
"023","423810",1
"023","42382/",2
"023","423820",2
"023","42383/",2
"023","423830",2
"023","42384/",2
"023","423840",2
"023","42386/",1
"023","423860",1
"023","4239//",12
"023","42391/",2
"023","423910",2
"023","42392/",1
"023","423920",1
"023","42393/",5
"023","423930",5
"023","42394/",4
"023","423940",4
"023","424///",58
"023","4241//",2
"023","42413/",2
"023","424130",2
"023","4242//",2
"023","42421/",2
"023","424210",2
"023","4243//",1
"023","42434/",1
"023","424340",1
"023","4244//",28
"023","42441/",2
"023","424410",2
"023","42443/",3
"023","424430",3
"023","42445/",3
"023","424450",3
"023","42447/",2
"023","424470",2
"023","42448/",2
"023","424480",2
"023","42449/",16
"023","424490",16
"023","4245//",1
"023","42459/",1
"023","424590",1
"023","4246//",1
"023","42469/",1
"023","424690",1
"023","4247//",1
"023","42471/",1
"023","424710",1
"023","4248//",4
"023","42481/",3
"023","424810",3
"023","42482/",1
"023","424820",1
"023","4249//",18
"023","42491/",9
"023","424910",9
"023","42492/",1
"023","424920",1
"023","42493/",1
"023","424930",1
"023","42494/",1
"023","424940",1
"023","42499/",6
"023","424990",6
"023","425///",4
"023","4251//",4
"023","42512/",4
"023","425120",4
"023","44----",580
"023","441///",56
"023","4411//",21
"023","44111/",10
"023","441110",10
"023","44112/",11
"023","441120",11
"023","4412//",10
"023","44121/",4
"023","441210",4
"023","44122/",6
"023","441222",1
"023","441228",5
"023","4413//",25
"023","44131/",15
"023","441310",15
"023","44132/",10
"023","441320",10
"023","442///",19
"023","4421//",7
"023","44211/",7
"023","442110",7
"023","4422//",12
"023","44221/",5
"023","442210",5
"023","44229/",7
"023","442291",1
"023","442299",6
"023","443///",24
"023","4431//",24
"023","44314/",24
"023","443141",4
"023","443142",20
"023","444///",78
"023","4441//",41
"023","44411/",6
"023","444110",6
"023","44412/",3
"023","444120",3
"023","44413/",11
"023","444130",11
"023","44419/",21
"023","444190",21
"023","4442//",37
"023","44421/",5
"023","444210",5
"023","44422/",32
"023","444220",32
"023","445///",80
"023","4451//",53
"023","44511/",48
"023","445110",48
"023","44512/",5
"023","445120",5
"023","4452//",13
"023","44521/",1
"023","445210",1
"023","44522/",2
"023","445220",2
"023","44529/",10
"023","445291",1
"023","445292",1
"023","445299",8
"023","4453//",14
"023","44531/",14
"023","445310",14
"023","446///",38
"023","4461//",38
"023","44611/",24
"023","446110",24
"023","44612/",4
"023","446120",4
"023","44613/",3
"023","446130",3
"023","44619/",7
"023","446191",5
"023","446199",2
"023","447///",58
"023","4471//",58
"023","44711/",33
"023","447110",33
"023","44719/",25
"023","447190",25
"023","448///",61
"023","4481//",40
"023","44811/",4
"023","448110",4
"023","44812/",16
"023","448120",16
"023","44813/",4
"023","448130",4
"023","44814/",8
"023","448140",8
"023","44815/",3
"023","448150",3
"023","44819/",5
"023","448190",5
"023","4482//",9
"023","44821/",9
"023","448210",9
"023","4483//",12
"023","44831/",10
"023","448310",10
"023","44832/",2
"023","448320",2
"023","451///",34
"023","4511//",29
"023","45111/",15
"023","451110",15
"023","45112/",6
"023","451120",6
"023","45113/",5
"023","451130",5
"023","45114/",3
"023","451140",3
"023","4512//",5
"023","45121/",5
"023","451211",5
"023","452///",21
"023","4521//",5
"023","45211/",5
"023","452111",1
"023","452112",4
"023","4529//",16
"023","45291/",2
"023","452910",2
"023","45299/",14
"023","452990",14
"023","453///",88
"023","4531//",5
"023","45311/",5
"023","453110",5
"023","4532//",28
"023","45321/",5
"023","453210",5
"023","45322/",23
"023","453220",23
"023","4533//",21
"023","45331/",21
"023","453310",21
"023","4539//",34
"023","45391/",11
"023","453910",11
"023","45392/",3
"023","453920",3
"023","45393/",1
"023","453930",1
"023","45399/",19
"023","453991",5
"023","453998",14
"023","454///",23
"023","4541//",9
"023","45411/",9
"023","454111",7
"023","454113",2
"023","4542//",2
"023","45421/",2
"023","454210",2
"023","4543//",12
"023","45431/",7
"023","454310",7
"023","45439/",5
"023","454390",5
"023","48----",66
"023","481///",1
"023","4811//",1
"023","48111/",1
"023","481111",1
"023","484///",38
"023","4841//",20
"023","48411/",6
"023","484110",6
"023","48412/",14
"023","484121",10
"023","484122",4
"023","4842//",18
"023","48421/",1
"023","484210",1
"023","48422/",14
"023","484220",14
"023","48423/",3
"023","484230",3
"023","485///",3
"023","4851//",1
"023","48511/",1
"023","485113",1
"023","4853//",1
"023","48531/",1
"023","485310",1
"023","4859//",1
"023","48599/",1
"023","485999",1
"023","487///",1
"023","4872//",1
"023","48721/",1
"023","487210",1
"023","488///",11
"023","4881//",1
"023","48819/",1
"023","488190",1
"023","4883//",2
"023","48833/",1
"023","488330",1
"023","48839/",1
"023","488390",1
"023","4884//",8
"023","48841/",7
"023","488410",7
"023","48849/",1
"023","488490",1
"023","492///",11
"023","4921//",6
"023","49211/",6
"023","492110",6
"023","4922//",5
"023","49221/",5
"023","492210",5
"023","493///",1
"023","4931//",1
"023","49311/",1
"023","493110",1
"023","51----",47
"023","511///",9
"023","5111//",8
"023","51111/",5
"023","511110",5
"023","51112/",2
"023","511120",2
"023","51113/",1
"023","511130",1
"023","5112//",1
"023","51121/",1
"023","511210",1
"023","512///",6
"023","5121//",5
"023","51213/",5
"023","512131",5
"023","5122//",1
"023","51224/",1
"023","512240",1
"023","515///",10
"023","5151//",9
"023","51511/",6
"023","515112",6
"023","51512/",3
"023","515120",3
"023","5152//",1
"023","51521/",1
"023","515210",1
"023","517///",19
"023","5171//",13
"023","51711/",13
"023","517110",13
"023","5172//",4
"023","51721/",4
"023","517210",4
"023","5179//",2
"023","51791/",2
"023","517919",2
"023","518///",1
"023","5182//",1
"023","51821/",1
"023","518210",1
"023","519///",2
"023","5191//",2
"023","51913/",2
"023","519130",2
"023","52----",154
"023","522///",75
"023","5221//",47
"023","52211/",32
"023","522110",32
"023","52213/",15
"023","522130",15
"023","5222//",9
"023","52222/",2
"023","522220",2
"023","52229/",7
"023","522292",3
"023","522298",4
"023","5223//",19
"023","52231/",7
"023","522310",7
"023","52232/",2
"023","522320",2
"023","52239/",10
"023","522390",10
"023","523///",31
"023","5231//",20
"023","52312/",20
"023","523120",20
"023","5239//",11
"023","52391/",3
"023","523910",3
"023","52392/",4
"023","523920",4
"023","52393/",2
"023","523930",2
"023","52399/",2
"023","523991",2
"023","524///",48
"023","5241//",7
"023","52411/",1
"023","524114",1
"023","52412/",6
"023","524126",3
"023","524127",3
"023","5242//",41
"023","52421/",38
"023","524210",38
"023","52429/",3
"023","524291",1
"023","524292",2
"023","53----",166
"023","531///",135
"023","5311//",73
"023","53111/",32
"023","531110",32
"023","53112/",18
"023","531120",18
"023","53113/",12
"023","531130",12
"023","53119/",11
"023","531190",11
"023","5312//",33
"023","53121/",33
"023","531210",33
"023","5313//",29
"023","53131/",23
"023","531311",18
"023","531312",5
"023","53132/",3
"023","531320",3
"023","53139/",3
"023","531390",3
"023","532///",31
"023","5321//",6
"023","53211/",6
"023","532111",6
"023","5322//",15
"023","53221/",3
"023","532210",3
"023","53222/",1
"023","532220",1
"023","53223/",6
"023","532230",6
"023","53229/",5
"023","532291",3
"023","532299",2
"023","5323//",4
"023","53231/",4
"023","532310",4
"023","5324//",6
"023","53241/",3
"023","532412",3
"023","53249/",3
"023","532490",3
"023","54----",242
"023","541///",242
"023","5411//",61
"023","54111/",57
"023","541110",57
"023","54119/",4
"023","541191",2
"023","541199",2
"023","5412//",41
"023","54121/",41
"023","541211",27
"023","541213",2
"023","541219",12
"023","5413//",43
"023","54131/",5
"023","541310",5
"023","54132/",1
"023","541320",1
"023","54133/",29
"023","541330",29
"023","54134/",1
"023","541340",1
"023","54135/",1
"023","541350",1
"023","54137/",5
"023","541370",5
"023","54138/",1
"023","541380",1
"023","5414//",3
"023","54143/",3
"023","541430",3
"023","5415//",20
"023","54151/",20
"023","541511",11
"023","541512",5
"023","541513",3
"023","541519",1
"023","5416//",41
"023","54161/",19
"023","541611",11
"023","541612",2
"023","541613",5
"023","541614",1
"023","54162/",15
"023","541620",15
"023","54169/",7
"023","541690",7
"023","5417//",7
"023","54171/",7
"023","541712",7
"023","5418//",5
"023","54181/",1
"023","541810",1
"023","54182/",1
"023","541820",1
"023","54185/",1
"023","541850",1
"023","54189/",2
"023","541890",2
"023","5419//",21
"023","54191/",1
"023","541910",1
"023","54192/",1
"023","541921",1
"023","54194/",15
"023","541940",15
"023","54199/",4
"023","541990",4
"023","55----",12
"023","551///",12
"023","5511//",12
"023","55111/",12
"023","551114",12
"023","56----",109
"023","561///",91
"023","5611//",10
"023","56111/",10
"023","561110",10
"023","5613//",6
"023","56132/",5
"023","561320",5
"023","56133/",1
"023","561330",1
"023","5614//",5
"023","56143/",5
"023","561431",2
"023","561439",3
"023","5615//",2
"023","56151/",1
"023","561510",1
"023","56159/",1
"023","561591",1
"023","5616//",12
"023","56161/",8
"023","561611",2
"023","561612",5
"023","561613",1
"023","56162/",4
"023","561621",3
"023","561622",1
"023","5617//",50
"023","56171/",7
"023","561710",7
"023","56172/",10
"023","561720",10
"023","56173/",30
"023","561730",30
"023","56174/",2
"023","561740",2
"023","56179/",1
"023","561790",1
"023","5619//",6
"023","56191/",1
"023","561910",1
"023","56192/",3
"023","561920",3
"023","56199/",2
"023","561990",2
"023","562///",18
"023","5621//",10
"023","56211/",10
"023","562111",8
"023","562112",2
"023","5622//",1
"023","56221/",1
"023","562212",1
"023","5629//",7
"023","56291/",4
"023","562910",4
"023","56299/",3
"023","562991",3
"023","61----",30
"023","611///",30
"023","6111//",8
"023","61111/",8
"023","611110",8
"023","6113//",1
"023","61131/",1
"023","611310",1
"023","6114//",1
"023","61143/",1
"023","611430",1
"023","6115//",4
"023","61151/",4
"023","611511",1
"023","611513",1
"023","611519",2
"023","6116//",16
"023","61161/",6
"023","611610",6
"023","61162/",5
"023","611620",5
"023","61169/",5
"023","611691",2
"023","611692",1
"023","611699",2
"023","62----",413
"023","621///",236
"023","6211//",82
"023","62111/",82
"023","621111",79
"023","621112",3
"023","6212//",61
"023","62121/",61
"023","621210",61
"023","6213//",62
"023","62131/",14
"023","621310",14
"023","62132/",10
"023","621320",10
"023","62133/",12
"023","621330",12
"023","62134/",17
"023","621340",17
"023","62139/",9
"023","621391",4
"023","621399",5
"023","6214//",20
"023","62141/",1
"023","621410",1
"023","62142/",3
"023","621420",3
"023","62149/",16
"023","621491",1
"023","621492",3
"023","621493",1
"023","621498",11
"023","6215//",2
"023","62151/",2
"023","621511",2
"023","6216//",4
"023","62161/",4
"023","621610",4
"023","6219//",5
"023","62191/",4
"023","621910",4
"023","62199/",1
"023","621991",1
"023","622///",4
"023","6221//",4
"023","62211/",4
"023","622110",4
"023","623///",39
"023","6231//",7
"023","62311/",7
"023","623110",7
"023","6232//",15
"023","62321/",11
"023","623210",11
"023","62322/",4
"023","623220",4
"023","6233//",13
"023","62331/",13
"023","623312",13
"023","6239//",4
"023","62399/",4
"023","623990",4
"023","624///",134
"023","6241//",57
"023","62411/",8
"023","624110",8
"023","62412/",25
"023","624120",25
"023","62419/",24
"023","624190",24
"023","6242//",14
"023","62421/",5
"023","624210",5
"023","62422/",8
"023","624221",4
"023","624229",4
"023","62423/",1
"023","624230",1
"023","6243//",5
"023","62431/",5
"023","624310",5
"023","6244//",58
"023","62441/",58
"023","624410",58
"023","71----",55
"023","711///",9
"023","7111//",4
"023","71111/",3
"023","711110",3
"023","71113/",1
"023","711130",1
"023","7113//",4
"023","71131/",2
"023","711310",2
"023","71132/",2
"023","711320",2
"023","7115//",1
"023","71151/",1
"023","711510",1
"023","712///",10
"023","7121//",10
"023","71211/",6
"023","712110",6
"023","71212/",3
"023","712120",3
"023","71219/",1
"023","712190",1
"023","713///",36
"023","7131//",2
"023","71312/",2
"023","713120",2
"023","7132//",4
"023","71321/",3
"023","713210",3
"023","71329/",1
"023","713290",1
"023","7139//",30
"023","71391/",4
"023","713910",4
"023","71393/",1
"023","713930",1
"023","71394/",17
"023","713940",17
"023","71395/",2
"023","713950",2
"023","71399/",6
"023","713990",6
"023","72----",404
"023","721///",74
"023","7211//",60
"023","72111/",50
"023","721110",50
"023","72112/",2
"023","721120",2
"023","72119/",8
"023","721191",4
"023","721199",4
"023","7212//",13
"023","72121/",13
"023","721211",12
"023","721214",1
"023","7213//",1
"023","72131/",1
"023","721310",1
"023","722///",330
"023","7223//",12
"023","72231/",3
"023","722310",3
"023","72232/",5
"023","722320",5
"023","72233/",4
"023","722330",4
"023","7224//",32
"023","72241/",32
"023","722410",32
"023","7225//",286
"023","72251/",286
"023","722511",142
"023","722513",97
"023","722514",2
"023","722515",45
"023","81----",292
"023","811///",101
"023","8111//",88
"023","81111/",57
